datetime,temp,rh,pressure,ws,wd,ch,solrad
22/10/2019,28.24,80.57,1008.51,0.85,124.39,6.99,102.97
23/10/2019,25.01,91.1,1002.38,0.44,71.17,15.57,38.9
24/10/2019,27.63,76.79,1001.22,0.8,131.29,1.44,116.41
25/10/2019,28.94,74.42,1008.7,1.12,166.85,5.89,203.98
26/10/2019,28.81,74.33,1009.74,1.07,185.61,1.53,188.62
27/10/2019,27.69,77.03,1003.11,0.8,212.79,1.83,148.47
28/10/2019,27.23,82.3,1009.31,0.7,149.57,3.83,85.49
29/10/2019,27.22,75.63,988.39,0.91,178.1,0.55,133.68
30/10/2019,28.15,72.97,1002.37,1.21,256.84,0,177
31/10/2019,28.57,71.63,1002.15,1.25,263.8,0,115.9
01/11/2019,26.98,79.5,1008.22,1.2,280.19,2.34,20.76
02/11/2019,27.27,79.03,1008.07,1.18,286.61,1,49.53
03/11/2019,27.72,79.76,1007.97,0.6,242.4,0.78,15.2
04/11/2019,27.89,72.6,1008.46,0.46,242.93,0.58,9.86
05/11/2019,28.26,73.14,1008.89,0.68,191.6,0.41,13.04
06/11/2019,28.28,74.16,1010.13,0.96,157.5,0,26.93
07/11/2019,29.16,73.45,1009.83,0.64,162.51,0,29.16
08/11/2019,26.43,85.77,1010.6,0.95,143.01,0.19,22.83
09/11/2019,26.47,80.81,1010.77,1.24,139.18,0.69,17.31
10/11/2019,25.67,86.95,1010.14,1.14,82.82,0.62,8.17
11/11/2019,25.44,91.36,1009.46,0.32,115.69,0.68,21.91
12/11/2019,26.77,88.9,1009.07,0.46,129.39,2.21,13.08
13/11/2019,25.57,86.88,984.53,0.45,145.65,13.87,84.8
14/11/2019,27.72,74.83,994.51,1.01,246.28,16.62,117.13
15/11/2019,27.03,79.68,1001.53,0.57,155.06,0.94,81.74
16/11/2019,28.61,73.84,1001.03,0.89,192.38,0.25,189.54
17/11/2019,29.04,69.85,993.39,0.98,145.08,0.28,174.32
18/11/2019,27.85,76.05,1000.37,0.76,164.6,0,87.14
19/11/2019,29.69,70.53,999.57,0.81,108,0,182.7
20/11/2019,28.05,79.17,992.58,0.8,169.7,0.25,114.16
21/11/2019,27.02,84.68,1000.86,0.51,201.58,0.52,63.51
22/11/2019,27.82,75.79,1001.55,0.98,174.52,0.49,120.55
23/11/2019,28.54,73.78,1000.37,1.15,190.73,0.37,159.8
24/11/2019,29.17,63.77,999.82,1.47,273.29,0.32,136.8
25/11/2019,27.99,76.38,1000.09,1.04,202.19,0.17,105
26/11/2019,28.36,75.53,986.3,0.89,129.01,0.14,166.6
27/11/2019,28.81,75.1,1000.52,0.97,179.23,0.13,162.04
28/11/2019,27.73,79.83,1001.77,1.33,267.85,0.1,134.68
29/11/2019,27.73,74.35,995.19,0.78,304.19,0.13,66.06
30/11/2019,28.4,73.16,1003.13,1,262.75,0.11,79.34
01/12/2019,27.71,72.52,1002.1,1.91,275.02,0.12,23.04
02/12/2019,26.07,81.06,1009,1.68,273.07,0.45,12.91
03/12/2019,27.01,77.94,1008.17,1.67,275.72,0.05,20.33
04/12/2019,24.97,87.95,1008.55,1.82,298.65,0.15,18.15
05/12/2019,25.95,81.53,1007.82,1.56,278.03,0.73,17.68
06/12/2019,27.59,77.48,1006.71,0.97,237.86,7.07,22.12
07/12/2019,27.81,79.43,1006.8,1.25,272.97,0,23.6
08/12/2019,26.32,83.8,1007.25,1.16,302.26,0.23,16.18
09/12/2019,28.75,71.03,1006.59,1.42,284.18,2.1,28.48
10/12/2019,28.34,71.14,1007.12,1.94,278.06,1.19,22.42
11/12/2019,25.76,83.12,1008.24,0.63,204.9,0.11,18.8
12/12/2019,26.81,75.06,1008.59,1.12,280.86,0.04,25.6
13/12/2019,28.91,67.23,987.96,1.22,291.56,0,139.02
14/12/2019,27.58,73.64,1008.97,0.89,301.17,0,61.59
15/12/2019,27.62,68.91,1008.37,1.01,311.22,0,4.4
16/12/2019,29.2,69.44,1008.28,1.44,290.09,0,113.02
17/12/2019,27.17,82.11,1008.66,1.11,255.28,0,62.38
18/12/2019,28.93,70.6,1008.05,1.64,291.9,0.09,139.32
19/12/2019,28,75.88,1007.71,1.91,289.24,0.96,90.82
20/12/2019,29.11,66.63,999.84,2.41,277.09,0.14,179.22
21/12/2019,28.45,73.9,1000.68,1.88,285.12,0.21,120.52
22/12/2019,28.19,73.99,1000.05,2.29,292.9,0,137.53
23/12/2019,28.63,72.16,992.63,2.39,281.19,0,147.68
24/12/2019,28.82,71.54,1006.79,2.08,288.57,0,112.01
25/12/2019,28.33,72.31,1001.03,1.19,274.66,0,96.46
26/12/2019,28.58,75.57,1007.59,1.75,290.4,0.04,96.65
27/12/2019,28.25,70.2,1007.69,1.71,291.88,0.13,108.48
28/12/2019,29.04,66.45,1001.27,1.71,290.29,0.49,145.85
29/12/2019,28.64,74.94,1008.38,1.67,309.53,0,122.66
30/12/2019,28.71,72.97,1008.09,1.19,298.1,0,107.76
31/12/2019,31.08,63.46,1005.56,2.58,311.32,0,331.39
01/01/2020,29.73,69.44,1008.525,1.9,256.61,0,0
02/01/2020,28.38,75.42,1011.49,1.22,201.9,210.23,117.79
03/01/2020,28.47,77.13,1009.4,1.45,238.55,386.08,85.67
04/01/2020,28.44,77.14,1008.09,1.71,246.38,91.21,60.63
05/01/2020,27.15,84.6,1008.87,0.82,159.13,167.77,38.95
06/01/2020,26.9,87.68,1009.03,1.26,144.96,31.39,55.78
07/01/2020,27.8,80.68,1008.11,0.96,169.61,1.96,106.57
08/01/2020,27.93,81.3,1007.48,0.94,150.73,4.34,66.18
09/01/2020,27.05,83.54,1007.9,1.35,216.08,7.92,48.36
10/01/2020,25.49,91.9,1008.9,0.37,96.16,10.12,55.12
11/01/2020,27.57,76.91,1008.73,1.22,190.46,3.08,85.23
12/01/2020,28.78,72.83,1007.57,1.52,221.37,0.03,175.9
13/01/2020,27.71,80.53,1008.01,1.23,217.3,0.2,100.07
14/01/2020,28.42,77.98,1008.81,1.69,217.85,7.93,219.45
15/01/2020,28.53,77.25,1009.59,0.95,149.7,0,168.13
16/01/2020,28.16,78.17,1010.11,1.02,115.35,0,137.39
17/01/2020,28.26,81.82,1010,1.59,197.12,15.21,184.99
18/01/2020,27.49,78.96,1010.21,0.75,119.6,0,136.2
19/01/2020,29.33,74.23,1010.15,1.11,149.42,0,227.61
20/01/2020,28.6,80.38,1011.09,1.22,181.75,0.41,104.79
21/01/2020,28.78,78.64,1011.6,0.98,150.96,0.01,165.57
22/01/2020,29.06,77.18,1010.68,1.15,164.6,2.71,173.68
23/01/2020,28.27,82.73,1009.56,0.88,124.38,7.85,148.46
24/01/2020,26.28,94.34,1010.17,0.52,96.61,105.13,23.9
25/01/2020,26.94,91.23,1009.7,0.82,123.54,5.24,74.47
26/01/2020,28.33,82.41,1008.63,1.26,140.94,2.24,203.79
27/01/2020,28.66,78.46,1009.25,0.84,109.05,3.42,218.21
28/01/2020,29.31,76.81,1009.54,1.12,154.94,0.01,190.17
29/01/2020,28.67,77.8,1009.94,1.64,204.66,4.45,241.6
30/01/2020,28.62,74.94,1009.63,1.25,184.53,0,156.05
31/01/2020,27.71,80.42,1009.68,1.56,206.51,0.37,52.77
01/02/2020,25.79,94.22,1010.51,0.67,90.57,18.27,53.74
02/02/2020,27.03,86.28,1011.01,0.4,67.94,13.68,104.25
03/02/2020,26.41,91.25,1011.14,0.53,109.24,9.74,86.04
04/02/2020,27.67,81.86,1009.95,0.97,149.51,0.16,109.78
05/02/2020,27.16,86.64,1009.46,1.04,138.28,5.38,101.78
06/02/2020,26.87,86.47,1009.7,1,154.05,0.33,46.37
07/02/2020,26.24,92.7,1010.65,1.03,160.39,24.51,53.63
08/02/2020,26.73,84.27,1011.41,0.7,95.22,2.52,138.17
09/02/2020,26.81,80.03,1010.64,0.66,123.85,10.26,73.08
10/02/2020,29.9,66.33,1010,1.05,145.69,0,226.39
11/02/2020,30.05,66.09,1010.81,0.83,125.88,0,180.31
12/02/2020,29.55,70.77,1010.65,1,107.99,0,218.53
13/02/2020,28.64,76.53,1010.16,1.01,119.77,0,114.55
14/02/2020,27.29,85.39,1010.06,0.47,99.33,3.77,50.84
15/02/2020,28.27,77.46,1010.65,0.97,117.91,0,190.72
16/02/2020,26.76,85.1,1011.25,1.26,200.01,15.4,100.92
17/02/2020,26.98,86.32,1011.34,0.69,130.09,0.18,89.11
18/02/2020,27.45,83.19,1010.8,1.51,166.93,1.34,173.56
19/02/2020,26.79,86.01,1010.24,1.77,225.43,0,81.04
20/02/2020,26.81,87.96,1010.61,1.11,149.26,0,83.83
21/02/2020,28.04,81.03,1011.55,1.25,131.02,0,202.3
22/02/2020,28.35,84.31,1011.03,1.59,190.31,0,196.14
23/02/2020,28.8,79.14,1009.71,2.41,257.47,0,146.17
24/02/2020,27.86,83.85,1009.43,1.75,217.95,0,152.2
25/02/2020,27.65,82.17,1009.56,0.75,151.94,8.84,95.98
26/02/2020,28.65,81.04,1009.2,1.4,172.22,1.81,174.74
27/02/2020,27.76,85.23,1008.85,0.93,144.99,8.29,98.44
28/02/2020,27.91,83.84,1007.98,0.86,115.07,0.48,136.81
29/02/2020,27.12,91.61,1007.77,0.86,157.13,6.32,26.5
01/03/2020,27.21,90.27,1008.31,1.14,157.55,26.04,61.82
02/03/2020,28.75,80.04,1008.7,0.99,123.72,0,195.97
03/03/2020,29.17,78.24,1009.16,1.27,144.23,0.59,204.45
04/03/2020,27.32,83.7,1009.76,1.26,178.51,12.05,82.62
05/03/2020,28.08,72.9,1009.72,0.98,187.89,1.5,90.62
06/03/2020,29.6,69.9,1010.48,1.79,243.06,0,245.77
07/03/2020,29.17,64.69,1010.62,1.15,177.19,0,166.32
08/03/2020,29.02,70.49,1009.73,1.48,213.5,0,151.54
09/03/2020,30.07,65.71,1008.32,1.96,226.95,0,188.13
10/03/2020,30.45,67.62,1008.03,1.84,219.24,0,213.3
11/03/2020,28.52,79.49,1009.15,0.91,142.11,2.06,166.86
12/03/2020,27.12,87,1011.55,0.85,128.77,15.98,101.82
13/03/2020,28.8,73.57,1010.87,0.98,139.9,0,209.77
14/03/2020,28.93,77.46,1009.64,0.99,103.78,0.79,214.36
15/03/2020,29.1,79.11,1009.34,0.96,129.57,1.37,217.52
16/03/2020,27.87,82.05,1010.82,0.96,110.4,1.95,208.79
17/03/2020,30.16,72.03,1009.74,1.46,167.94,0,273.43
18/03/2020,27.2,85.07,1010.12,0.62,116.06,0.15,45.55
19/03/2020,27.25,84.93,1010.56,0.84,123.3,6.91,100.33
20/03/2020,26.87,86,1010.75,0.62,88.24,5.55,135.1
21/03/2020,28.91,76.07,1010.28,0.88,121.27,0,258.19
22/03/2020,27.26,83.62,1010.47,0.46,74.59,18.68,126.73
23/03/2020,28.42,75.71,1009.35,0.68,75.94,0.23,180.47
24/03/2020,28.71,76.76,1008.61,1.21,131.75,0.02,214.36
25/03/2020,29.16,75.91,1008.03,0.99,115.48,0,192.58
26/03/2020,28.36,78.31,1008.99,0.79,105.89,0.36,135.66
27/03/2020,28.57,75.99,1009.28,0.97,132.03,0,142.23
28/03/2020,29.79,72.65,1008.26,0.98,160.73,0,214.26
29/03/2020,29.16,73.81,1008.1,1.08,134.88,0,188.92
30/03/2020,27.42,84.01,1009.15,0.62,106.49,5.13,72.75
31/03/2020,28.02,81.75,1009.18,1.16,143.31,9.33,195.36
01/04/2020,29.17,72.39,1008.77,1.14,173.92,0,213.25
02/04/2020,30.09,67.19,1008.92,1.25,197.43,0.11,217.75
03/04/2020,28.76,81.12,1009.3,0.82,96.03,2.5,166.85
04/04/2020,29.32,73.7,1009.63,1.14,120.98,0,200.25
05/04/2020,28.86,73.05,1009.96,1.13,146.76,0,163.43
06/04/2020,27.17,86.32,1009.88,0.83,123.2,16.72,114.45
07/04/2020,29.05,71.3,1009.35,1.59,220.47,0,171.22
08/04/2020,29.31,75.8,1010.41,1.06,126.9,0.03,234.91
09/04/2020,28.55,78.41,1010.75,0.72,116.93,0,112.04
10/04/2020,28.16,85.01,1011.09,0.91,126.66,4.73,138.86
11/04/2020,29.93,72.61,1010.07,0.82,111.91,0,168.44
12/04/2020,29.14,78.93,1009.12,0.96,124.16,3.93,213.27
13/04/2020,27.61,87.35,1009.33,0.93,98.16,35.93,168.01
14/04/2020,28.61,82.27,1009.51,0.83,107.54,1.74,184.83
15/04/2020,28.46,81.32,1010.01,0.62,77.18,0,101.75
16/04/2020,29.78,73.83,1009.56,0.64,92,0,238.51
17/04/2020,29.22,70.63,1009.97,1.23,132,0,210.17
18/04/2020,29.36,70.88,1010.44,1.03,125.77,0,191.22
19/04/2020,30.24,72.76,1009.7,1.08,140.06,0,215.48
20/04/2020,30.54,70.07,1009.17,0.8,95.24,0,200.17
21/04/2020,29.36,73.87,1009.21,0.74,55.34,0,98.83
22/04/2020,30.88,67.56,1008.72,0.9,68.1,0,223.19
23/04/2020,30.85,70.9,1008.33,1.26,86.9,0,192.79
24/04/2020,29.07,74.99,1009.1,0.78,72.36,0,148.29
25/04/2020,29.99,69.13,1009.29,0.61,49.24,0,152.13
26/04/2020,29.22,76.67,1009.53,1,103.42,2.29,202.6
27/04/2020,28.05,78.31,1009.95,0.66,96.73,0.79,137.54
28/04/2020,27.54,81.07,1009.5,0.77,91.92,2.31,122.92
29/04/2020,28.84,75.45,1009.36,0.87,97.6,0,182.14
30/04/2020,28.25,78.66,1009.51,0.6,81.89,0,71.25
01/05/2020,28.67,75.07,1008.73,1,138.43,0,99.85
02/05/2020,27.57,79.96,1008.41,0.39,47.69,0.77,87.11
03/05/2020,29.98,70.97,1008.54,1.03,92.44,0,167.14
04/05/2020,28.02,80.43,1009.26,0.76,68.58,1.18,58.36
05/05/2020,30.22,73.27,1008.94,1.02,75.26,0,174.54
06/05/2020,29.58,74.78,1008.81,0.93,84.05,0.14,157.83
07/05/2020,30.84,67.55,1008.25,0.85,72.35,0,206.02
08/05/2020,29.92,71.71,1008.75,0.92,127.64,0,144.5
09/05/2020,28.36,80.35,1009.03,0.54,85.48,0.56,59.26
10/05/2020,29.21,75.1,1009.29,1.01,124.38,0,181.71
11/05/2020,30.02,71.09,1008.97,0.83,68.38,0,165.65
12/05/2020,30.58,73.34,1008.7,0.91,83.36,0.92,202.46
13/05/2020,30.11,71.44,1008.46,1.01,80.04,0,157.92
14/05/2020,30.3,69.33,1008.01,1.03,56.77,0,175.5
15/05/2020,29.96,70.14,1006.96,1.33,80.02,0,177.75
16/05/2020,30.64,65.42,1006.17,0.98,74.67,0,204.94
17/05/2020,30.46,69.61,1006.67,0.95,134.8,0,191.22
18/05/2020,26.86,86.52,1008.3,0.82,107.29,7.56,76.13
19/05/2020,29.94,73.55,1007.5,0.86,72.05,0,150.39
20/05/2020,28.47,80.08,1008.37,1.19,101.14,14.56,182.26
21/05/2020,29.75,74.63,1008.32,0.63,110.45,0,142.04
22/05/2020,29.7,74.06,1009.07,0.94,100.26,0,196.41
23/05/2020,30.14,66.38,1009.76,0.85,118.17,0,182.24
24/05/2020,31.28,61.29,1010.23,1.35,160.48,0,208.34
25/05/2020,29.8,72.02,1010.69,0.92,120.9,0.52,164.44
26/05/2020,29.94,66.56,1010.58,1.09,179.45,0,170.32
27/05/2020,29.45,72.57,1010.69,1,142.74,0,164.49
28/05/2020,29.6,74.67,1010.62,0.83,117.34,0,138.76
29/05/2020,29.44,71.02,1010.8,0.88,96.38,0,164.17
30/05/2020,30.09,69.66,1011.01,0.87,73.12,0,189.36
31/05/2020,27.45,79.85,1011.85,1.2,122.5,0,66.75
01/06/2020,29.56,70.04,1010.9,1.04,98.1,0,172.06
02/06/2020,29.64,71.77,1010.14,0.97,68.78,0.5,173.94
03/06/2020,29.25,73.1,1010.13,1.26,83.61,0,126.32
04/06/2020,29.96,65.25,1009.72,1.45,77.42,0,199.9
05/06/2020,29.04,73.97,1010.61,0.84,133.06,0.08,113.43
06/06/2020,29.71,67.19,1009.68,0.62,93.91,0,150.61
07/06/2020,29.79,71.54,1008.54,0.8,76.62,0,182.19
08/06/2020,29.85,71.91,1009.45,1.05,82.26,0,160.37
09/06/2020,28.68,77.17,1010.03,0.81,103.24,0,88.41
10/06/2020,29.86,72.07,1008.95,1.21,88.53,0,170.13
11/06/2020,28.96,74.82,1008.09,1.16,89.79,0.7,167.8
12/06/2020,29.64,69.69,1007.61,0.9,71.7,0.19,184.35
13/06/2020,29.5,68,1009.05,0.79,83.08,0,133.44
14/06/2020,30.86,67.25,1009.25,0.83,70.51,0,192.94
15/06/2020,29.75,73.71,1009.46,0.82,70.44,0,98.88
16/06/2020,29.62,74.72,1009.26,1.21,71.51,0,152.33
17/06/2020,30.59,64.13,1009.49,0.99,65.93,0,193.58
18/06/2020,29.86,68.91,1009.78,0.7,77.97,0,135.2
19/06/2020,28.49,74.11,1010.65,0.62,79.32,3.06,99.31
20/06/2020,29.78,69.78,1008.7,0.74,64.16,0,184.45
21/06/2020,29.19,71.05,1007.8,0.93,93.46,0,145.97
22/06/2020,28.01,77.16,1008.68,0.88,70.31,0.68,85.77
23/06/2020,28.65,72.68,1009.42,0.73,61.28,0,140.1
24/06/2020,29.03,72.14,1009.61,0.78,121.31,0,142.29
25/06/2020,29.36,68.84,1008.6,0.8,89.97,0,185.64
26/06/2020,29.41,69.95,1009.18,0.78,105.64,0,178.1
27/06/2020,29.51,67.54,1010.2,1.21,81.57,0,151.96
28/06/2020,29.81,65.51,1010.03,1.01,94.42,0,172.73
29/06/2020,30.02,63.78,1008.97,1.12,69.51,0,192.2
30/06/2020,29.7,68.01,1008.92,1.06,92.75,0.53,187.66
01/07/2020,30.32,60.7,1008.54,0.88,72.85,0,187
02/07/2020,31.29,58.42,1009.66,1.87,181.61,0,217.21
03/07/2020,31.41,57.93,1009.61,1.86,171.21,0,189.58
04/07/2020,31.34,58.4,1009.62,1.69,155.08,0,185.86
05/07/2020,31.28,58.87,1009.63,1.51,138.95,0,182.14
06/07/2020,31.21,59.34,1009.64,1.34,122.82,0,178.42
07/07/2020,31.14,59.8,1009.64,1.16,106.69,0,174.7
08/07/2020,31.08,60.27,1009.65,0.99,90.56,0,170.98
09/07/2020,31.01,60.74,1009.66,0.81,74.43,0,167.26
10/07/2020,30.94,61.21,1009.67,0.63,58.3,0,163.54
11/07/2020,30.87,61.68,1009.68,0.46,42.17,0,159.82
12/07/2020,30.81,62.14,1009.69,0.28,26.04,0,156.1
13/07/2020,30.74,62.61,1009.69,0.11,9.91,0,152.39
14/07/2020,28.87,74.66,1008.78,0.89,78.39,1.63,122.35
15/07/2020,27.83,77.11,1008.24,1.5,98.48,0.24,95.93
16/07/2020,28.4,74.88,1007.98,0.93,66.54,0,86.65
17/07/2020,29.44,71.48,1008.42,0.89,81.9,0,197.15
18/07/2020,29.08,72.36,1008.41,0.75,104.49,0,160.83
19/07/2020,29.29,70.55,1008.16,0.67,94.93,0,154.97
20/07/2020,29.62,69.24,1008.2,0.99,87.26,0,158.14
21/07/2020,29.33,72.86,1008.17,1,111.17,0,177.26
22/07/2020,29.56,68.54,1008.48,0.94,77.44,0,152.89
23/07/2020,29.49,67.53,1008.45,0.77,92.03,0,173.72
24/07/2020,29.45,66.84,1008.98,1.05,91.59,0,178.97
25/07/2020,29.31,59.13,1009.25,1.07,95.01,0,164.79
26/07/2020,28.61,59.85,1009.11,1.19,75.34,0,202.35
27/07/2020,28.87,61.54,1009.22,0.82,87.71,0,202.05
28/07/2020,28.9,63.31,1009.11,1.03,118.31,0,190.44
29/07/2020,29.2,60.99,1009.43,0.96,130.33,0,183.56
30/07/2020,28.59,58.17,1009.84,1,115.07,0,155.52
31/07/2020,28.32,55.67,1009.93,0.73,76.88,0,182.02
01/08/2020,28.36,60.24,1009.2,0.76,99.18,0,199.11
02/08/2020,28.68,66.51,1008.98,1.06,129.03,0,176.79
03/08/2020,29.84,66.17,1007.53,1.14,94.95,0,185.21
04/08/2020,29.33,66.12,1007.93,1.06,64.52,0.17,123.49
05/08/2020,29.04,69.18,1008.72,1,130.85,0,148.28
06/08/2020,29.56,69.73,1008.75,0.99,93.26,0,186.77
07/08/2020,29.4,71.48,1008.75,0.95,91.87,0,161.11
08/08/2020,28.43,80.19,1008.73,0.74,91.71,2.16,149.89
09/08/2020,28.69,77.86,1009.58,0.86,100.83,3.11,159.63
10/08/2020,29.56,72.08,1010.13,1.21,100.69,0.71,175.96
11/08/2020,29.04,70.31,1011.05,0.97,104.62,0.62,133.44
12/08/2020,29.59,70.51,1010.51,1.11,71.97,0.31,126.91
13/08/2020,25.77,89.72,1009.98,0.64,97.46,0.5,82.67
14/08/2020,28.22,77.97,1009.32,0.83,79.97,0.46,126.15
15/08/2020,29.07,73.67,1010.03,1.08,100.09,0.42,157.98
16/08/2020,29.39,69.72,1009.61,0.88,83.39,0.31,216.19
17/08/2020,29.61,66.05,1008.86,0.84,67.74,0.4,199.99
18/08/2020,28.16,74.97,1008.81,0.87,120.21,0.27,146.77
19/08/2020,29.91,68.91,1008.28,0.96,87.54,0.29,213.85
20/08/2020,29.15,67.52,1009.45,1.6,89.62,0.3,183.85
21/08/2020,28.97,67.5,1011.04,1.38,89.08,0.18,195.39
22/08/2020,29.77,54.89,1011.04,1.04,52.76,0,188.78
23/08/2020,29.97,61.88,1010.41,0.91,79.22,0.18,213.36
24/08/2020,29.23,60.88,1010.32,1.28,86.8,0,172.51
25/08/2020,30,54.26,1010.83,1.51,95.28,0,226.07
26/08/2020,29.53,60.41,1009.72,1.03,101.51,0,223.65
27/08/2020,29.19,58.4,1009.1,0.99,87.74,0,222.76
28/08/2020,29.94,57.41,1008.65,1.38,93.2,0,214.33
29/08/2020,30.07,59.23,1008.06,1.01,69.48,0,178.71
30/08/2020,29.89,62.52,1007.83,1.08,73.83,0,197.26
31/08/2020,29.63,59.32,1008.5,1.2,115.89,0,203.2
01/09/2020,30.54,54.63,1008.61,1.12,108.8,0,218.09
02/09/2020,30.09,61.67,1009.37,1.72,206.61,0,179.58
03/09/2020,31.3,57.75,1010.68,2.84,134.28,0,343.31
04/09/2020,30.81,62.69,1008.81,1.37,84.09,0,237.91
05/09/2020,29.26,69.13,1008.34,1.2,149.47,0,191.77
06/09/2020,29.4,67.25,1008.88,0.78,115.1,0,204.45
07/09/2020,30.1,60.9,1009.79,1.14,112.83,0,192.67
08/09/2020,30.43,56.87,1010.15,1.54,100.98,0,199.16
09/09/2020,30.52,58.45,1008.26,0.98,80.93,0,200.03
10/09/2020,29.45,67.58,1007.96,1.25,163.54,0,182.46
11/09/2020,29.65,64.9,1009.2,0.83,96.27,0,161.49
12/09/2020,29.64,66.46,1010.36,1.38,173.84,0,208.38
13/09/2020,29.7,62.75,1009.95,1.11,144,0,203.08
14/09/2020,27.96,77.42,1010.14,1.27,145.5,0.23,195.02
15/09/2020,27.3,78.53,1010.42,0.96,102.32,0.62,185.56
16/09/2020,29,62.38,1010.06,1.25,135.54,0.33,218.13
17/09/2020,29.52,63.97,1009.32,1.17,89.86,0.23,247.31
18/09/2020,29.89,66.11,1008.38,1.34,105.89,0.3,234.02
19/09/2020,30.48,61.68,1008.52,1.46,92.92,0.24,248.54
20/09/2020,25.86,87.94,1010.06,0.69,76.36,0.09,57.07
21/09/2020,27.59,80.88,1010.38,1.29,160.06,0.26,222.95
22/09/2020,28.03,75.1,1009.69,0.83,117.19,0.22,199.08
23/09/2020,29.43,67.97,1009.93,1.08,162.98,0.13,252.91
24/09/2020,29.84,69.49,1010.22,1.01,129.49,0.41,238.38
25/09/2020,30.24,65.89,1009.33,0.82,71.84,0.07,217.57
26/09/2020,29.04,72.61,1009.91,0.82,133.94,0.12,192.55
27/09/2020,28.22,73.68,1010.61,1.1,134.35,0.16,163.45
28/09/2020,30.13,64,1009.59,1.1,97.75,0.02,238.99
29/09/2020,29.81,61.9,1008.64,0.82,87.24,0.05,208.05
30/09/2020,30.67,63.33,1007.64,1.32,101.4,0,268.94
01/10/2020,30.61,62.06,1008.44,1.28,83.17,0.2,252.51
02/10/2020,29.34,69.05,1009.46,1.4,171.01,0,214.68
03/10/2020,27.69,76.37,1010.32,0.7,120.36,0.19,90.26
04/10/2020,28.03,73.19,1009.29,1.43,174.46,0.03,176.58
05/10/2020,29.49,59.26,1009.15,1.12,139.88,0,258.75
06/10/2020,29.25,64.63,1008.38,1.15,125.41,0.01,222.85
07/10/2020,29.89,64.26,1007.61,0.97,112.28,0,253.92
08/10/2020,28.91,72.01,1007.85,1.14,156.04,0.08,156.49
09/10/2020,29.02,72.42,1008.31,0.89,113.27,0.06,208.88
10/10/2020,28.03,79.08,1008.01,0.83,116.58,0.01,135.29
11/10/2020,28.83,73.35,1007.54,0.72,107.24,0,165.59
12/10/2020,30.02,62.33,1007.63,0.86,106.65,0,197.47
13/10/2020,29.9,66.24,1007.86,0.74,107.94,0.01,142.33
14/10/2020,30.21,66.46,1008.78,1.32,182.23,0,234.1
15/10/2020,30.11,63.8,1008.5,1.4,202.95,0,227.64
16/10/2020,27.94,79.22,1007.48,0.87,88.93,0.13,190.19
17/10/2020,29.41,68.91,1007.84,0.84,124.82,0.24,218.38
18/10/2020,29.16,71.56,1008.45,0.9,130.25,0.03,184.99
19/10/2020,28,79.89,1008.5,0.79,112.56,0,197.21
20/10/2020,28.27,81.34,1008.56,1,91.83,0.16,224.73
21/10/2020,27.39,85.13,1008.63,0.74,109.81,0.19,182.49
22/10/2020,29.87,61.96,1008.78,1.8,217.52,0.18,196.86
23/10/2020,29.9,63.4,1008.85,1.12,149.46,0.12,188.98
24/10/2020,28.88,70.51,1009.6,1.35,145.42,0.05,246.87
25/10/2020,28.36,75.54,1009.4,0.95,132.98,0.01,193.72
26/10/2020,27.27,79.68,1009.12,0.91,125.09,0,145.87
27/10/2020,26.48,86.43,1009.6,0.47,73.28,0.14,96.84
28/10/2020,28.72,76.53,1009.63,0.87,130.04,0.12,196.65
29/10/2020,30.01,70.61,1009.31,0.82,65.38,0,209.04
30/10/2020,28.65,71.05,1010.01,1.32,76.01,0.19,165.78
31/10/2020,27.86,80.5,1009.52,0.75,86.5,0.05,184.64
01/11/2020,27.61,78.57,1009.42,1.68,215.17,0,152.94
02/11/2020,28.67,71.94,1010.29,1.01,154.05,0.17,166.42
03/11/2020,29.17,69.75,1010.59,1.38,178.29,0.02,249.96
04/11/2020,28.61,73.55,1010.37,0.79,117.7,0,147.68
05/11/2020,27.35,82.58,1010.9,0.31,61.66,0.04,81.08
06/11/2020,27.71,83.25,1010.86,0.68,81.61,0,106.25
07/11/2020,29.13,74.21,1009.62,0.85,86.3,0.19,202.68
08/11/2020,28.4,72.7,1010.03,0.79,80.56,0,170.53
09/11/2020,30.19,68.15,1009.18,0.72,97.07,0,234.83
10/11/2020,29.23,72.18,1009.25,1.07,137.76,0,179.2
11/11/2020,30.02,71.94,1009.05,0.85,117.2,0,230.04
12/11/2020,30.31,71.55,1008.82,1.36,99.42,0,199.85
13/11/2020,30.56,71.89,1008.12,0.99,91.54,0,235.04
14/11/2020,30.4,66.36,1008.37,1.11,131.27,0,229.1
15/11/2020,30.85,64.16,1008.69,1.32,96.53,0,242.98
16/11/2020,30.46,68.12,1008.47,1.21,103.1,0,210.95
17/11/2020,29.51,70.39,1007.41,1.23,156.66,0,207.38
18/11/2020,29.62,70.49,1007.35,0.79,117.74,0,137.65
19/11/2020,30.61,69.26,1008.07,1.88,128.19,0,232.58
20/11/2020,29.21,75.35,1007.77,0.94,101.75,0,167.37
21/11/2020,29.34,70.57,1008.15,0.89,106.09,0,206.07
22/11/2020,29.11,72.09,1009.07,0.84,129.01,0,133.75
23/11/2020,27.7,76.42,1009.29,1.21,213.08,0,93.18
24/11/2020,28.2,77.08,1008.04,0.91,131.71,0.01,166.47
25/11/2020,27.63,82.48,1007.38,0.9,107.53,0,150.75
